name,address,phone_number,website,type,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
Issy Guinguette,"113 B Av. de Verdun, Issy-les-Moulineaux",06 40 40 47 62,http://www.issyguinguette.fr/,restaurant,"Monday: 12:00 – 2:00 PM, 7:00 – 10:00 PM","Tuesday: 12:00 – 2:00 PM, 7:00 – 10:00 PM","Wednesday: 12:00 – 2:00 PM, 7:00 – 10:00 PM","Thursday: 12:00 – 2:00 PM, 7:00 – 10:00 PM","Friday: 12:00 – 2:00 PM, 7:00 – 10:00 PM",Saturday: Closed,Sunday: Closed
Royal Kashmir,"140 Avenue du Général de Gaulle, Clamart",01 46 31 96 90,Not Available,restaurant,Monday: 10:30 AM – 10:30 PM,Tuesday: 10:30 AM – 10:30 PM,Wednesday: 10:30 AM – 10:30 PM,Thursday: 10:30 AM – 10:30 PM,Friday: 10:30 AM – 10:30 PM,Saturday: 10:30 AM – 10:30 PM,Sunday: 10:30 AM – 10:30 PM
Cinq,"5 Rue Hébert, Clamart",07 66 54 58 07,https://fr-fr.facebook.com/pages/category/Restaurant/Cinq-Clamart-318165528768055/,restaurant,Monday: Closed,Tuesday: 12:00 – 2:30 PM,Wednesday: 12:00 – 2:30 PM,"Thursday: 12:00 – 2:30 PM, 7:00 – 9:30 PM","Friday: 12:00 – 2:30 PM, 7:00 – 9:30 PM",Saturday: Closed,Sunday: Closed
Le Marrakech,"69 Rue de la Prte de Trivaux, Clamart",01 46 31 21 29,https://lemarrakech-clamart.com/,bar,Monday: Closed,"Tuesday: 12:00 – 2:00 PM, 7:00 – 10:00 PM","Wednesday: 12:00 – 2:00 PM, 7:00 – 10:00 PM","Thursday: 12:00 – 2:00 PM, 7:00 – 10:00 PM","Friday: 12:00 – 2:00 PM, 7:00 – 10:00 PM","Saturday: 12:00 – 2:00 PM, 7:00 – 10:00 PM","Sunday: 12:00 – 2:30 PM, 7:00 – 9:30 PM"
OuiChef !,"176 Av. Victor Hugo, Clamart",01 41 09 92 12,http://ouichef-clamart.com/,restaurant,Monday: Closed,"Tuesday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Wednesday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Thursday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Friday: 12:00 – 2:30 PM, 7:00 – 10:45 PM","Saturday: 12:00 – 2:30 PM, 7:00 – 10:45 PM",Sunday: 7:00 – 10:30 PM
Restaurant Mogador,"78 Bd Colonel Fabien, Malakoff",01 70 28 78 99,http://www.aumogador.fr/,restaurant,Monday: Closed,"Tuesday: 12:00 – 2:00 PM, 7:00 – 10:00 PM","Wednesday: 11:30 AM – 2:30 PM, 6:30 – 10:30 PM","Thursday: 11:30 AM – 2:30 PM, 6:30 – 10:30 PM","Friday: 11:30 AM – 3:00 PM, 6:30 – 11:00 PM","Saturday: 11:30 AM – 3:00 PM, 6:30 – 11:00 PM","Sunday: 11:30 AM – 3:00 PM, 6:30 – 10:30 PM"
Le Maroc,"25 Bis Av. Jean Baptiste Clément, Clamart",01 46 42 06 66,Not Available,restaurant,Monday: Closed,"Tuesday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Wednesday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Thursday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Friday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Saturday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Sunday: 12:00 – 2:30 PM, 7:00 – 10:30 PM"
Pizzeria Monte Cassino,"12 Av. Lombart, Fontenay-aux-Roses",01 46 61 58 48,http://www.montecassino.fr/,meal_takeaway,Monday: Closed,"Tuesday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Wednesday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Thursday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Friday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Saturday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Sunday: 12:00 – 2:30 PM, 7:00 – 10:30 PM"
Via Veneto,"6 Rue de la Gare, Châtillon",01 47 46 03 05,http://pizzeria-via-veneto.eatbu.com/,restaurant,Monday: 12:00 – 2:30 PM,"Tuesday: 12:00 – 2:30 PM, 7:00 – 10:00 PM","Wednesday: 12:00 – 2:30 PM, 7:00 – 10:00 PM","Thursday: 12:00 – 2:30 PM, 7:00 – 10:00 PM","Friday: 12:00 – 2:30 PM, 7:00 – 10:00 PM","Saturday: 12:00 – 2:30 PM, 7:00 – 10:00 PM",Sunday: Closed
Les Crayères des Montquartiers,"5 Chem. des Montquartiers, Issy-les-Moulineaux",01 46 45 66 00,https://cavesmontquartiers.com/,restaurant,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Le Living Bar Restaurant,"Av. René Samuel, Clamart",09 82 21 30 34,Not Available,restaurant,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Les 3 Napoli,"12 Rue Lazare Carnot, Clamart",01 46 42 05 66,http://www.les3napoli.com/,meal_delivery,"Monday: 12:00 – 2:30 PM, 6:00 – 11:00 PM","Tuesday: 12:00 – 2:30 PM, 6:00 – 11:00 PM","Wednesday: 12:00 – 2:30 PM, 6:00 – 11:00 PM","Thursday: 12:00 – 2:30 PM, 6:00 – 11:00 PM","Friday: 12:00 – 2:30 PM, 6:00 – 11:00 PM","Saturday: 12:00 – 2:30 PM, 6:00 – 11:00 PM",Sunday: Closed
La Bella Vita,"21 Pl. du Panorama, Clamart",01 41 90 90 37,https://la-bella-vita-clamart.fr/fr,restaurant,Monday: Closed,Tuesday: 12:00 – 10:30 PM,Wednesday: 12:00 – 10:30 PM,Thursday: 12:00 – 10:30 PM,Friday: 12:00 – 10:30 PM,Saturday: 12:00 – 10:30 PM,Sunday: 12:00 – 3:00 PM
Toscanini,"32 Rue Jean Pierre Timbaud, Issy-les-Moulineaux",01 46 38 20 00,Not Available,restaurant,"Monday: 12:00 – 3:00 PM, 6:30 – 11:00 PM","Tuesday: 12:00 – 3:00 PM, 6:30 – 11:00 PM","Wednesday: 12:00 – 3:00 PM, 6:30 – 11:00 PM","Thursday: 12:00 – 3:00 PM, 6:30 – 11:00 PM","Friday: 12:00 – 3:00 PM, 6:30 – 11:00 PM","Saturday: 12:00 – 3:00 PM, 6:30 – 11:00 PM",Sunday: 7:00 – 11:00 PM
La Cuisine Du Soleil,"88 Ter Rue de Fleury, Clamart",01 46 42 47 57,http://business.google.com/website/lacuisinedusoleil,restaurant,Monday: Closed,"Tuesday: 11:00 AM – 3:00 PM, 7:00 – 10:30 PM","Wednesday: 11:00 AM – 3:00 PM, 7:00 – 10:30 PM","Thursday: 11:00 AM – 3:00 PM, 7:00 – 10:30 PM","Friday: 11:00 AM – 3:00 PM, 7:00 – 10:30 PM","Saturday: 11:00 AM – 3:00 PM, 7:00 – 10:30 PM",Sunday: Closed
Chez Maharaja,"7 Bd des Frères Vigouroux, Malakoff",06 66 40 45 21,https://chezmaharaja.wixsite.com/restroindien,restaurant,"Monday: 11:30 AM – 2:30 PM, 7:00 – 10:30 PM","Tuesday: 11:30 AM – 2:30 PM, 7:00 – 10:30 PM","Wednesday: 11:30 AM – 2:30 PM, 7:00 – 10:30 PM","Thursday: 11:30 AM – 2:30 PM, 7:00 – 10:30 PM","Friday: 11:30 AM – 2:30 PM, 7:00 – 10:30 PM",Saturday: 7:00 – 10:30 PM,Sunday: Closed
Le Pingouin restaurant.,"6 Rue Alfred, Clamart",01 40 95 09 42,https://m.facebook.com/pingouin92140/?locale2=fr_FR,restaurant,Monday: 7:00 AM – 7:00 PM,Tuesday: 7:00 AM – 7:00 PM,Wednesday: 7:00 AM – 7:00 PM,Thursday: 7:00 AM – 7:00 PM,Friday: 7:00 AM – 7:00 PM,Saturday: 8:30 AM – 2:00 AM,Sunday: Closed
Piccolo Dino,"111 Av. de Paris, Châtillon",01 49 85 95 26,http://www.piccolodino.fr/,meal_takeaway,"Monday: 11:45 AM – 2:30 PM, 6:45 – 10:30 PM","Tuesday: 11:45 AM – 2:30 PM, 6:45 – 10:30 PM","Wednesday: 11:45 AM – 2:30 PM, 6:45 – 10:30 PM","Thursday: 11:45 AM – 2:30 PM, 6:45 – 10:30 PM","Friday: 11:45 AM – 2:30 PM, 6:45 – 10:30 PM","Saturday: 11:45 AM – 2:30 PM, 6:45 – 10:30 PM",Sunday: Closed
Etoile de L'Inde,"11 Rue de la Mairie, Châtillon",01 57 63 83 01,http://etoiledelinde92.fr/,restaurant,"Monday: 12:00 – 2:45 PM, 7:00 – 11:00 PM","Tuesday: 12:00 – 2:45 PM, 7:00 – 11:00 PM","Wednesday: 12:00 – 2:45 PM, 7:00 – 11:00 PM","Thursday: 12:00 – 2:45 PM, 7:00 – 11:00 PM","Friday: 12:00 – 2:45 PM, 7:00 – 11:00 PM","Saturday: 12:00 – 2:45 PM, 7:00 – 11:00 PM","Sunday: 12:00 – 2:45 PM, 7:00 – 11:00 PM"
Caffè Cardito,"22 Rue Paul Vaillant Couturier, Clamart",01 41 90 73 82,https://carditovillagegroup.com/restaurant-italien-clamart/,restaurant,Monday: Closed,Tuesday: 8:00 AM – 11:30 PM,Wednesday: 8:00 AM – 11:30 PM,Thursday: 8:00 AM – 11:30 PM,Friday: 8:00 AM – 11:30 PM,Saturday: 8:00 AM – 11:30 PM,Sunday: 12:00 – 10:30 PM
Marceau Restaurant Vanves,"21 Rue Larmeroux, Vanves",07 57 68 44 65,https://marceau.sharies.co/,restaurant,Monday: Closed,Tuesday: Closed,Wednesday: Closed,Thursday: 5:30 – 10:30 PM,Friday: 5:30 – 10:30 PM,Saturday: 5:30 – 10:30 PM,Sunday: Closed
My Green Liban,"170 Prom. du Verger, Issy-les-Moulineaux",01 45 34 84 76,https://mobyresto.com/restaurant/mygreenliban,restaurant,Monday: Closed,"Tuesday: 11:30 AM – 2:30 PM, 6:00 – 9:30 PM","Wednesday: 11:30 AM – 2:30 PM, 6:00 – 9:30 PM","Thursday: 11:30 AM – 2:30 PM, 6:00 – 9:30 PM","Friday: 11:30 AM – 2:30 PM, 6:00 – 10:30 PM","Saturday: 11:30 AM – 2:30 PM, 6:00 – 10:30 PM",Sunday: Closed
La Pizzeria,"1 Rue Kléber, Vanves",01 47 36 49 47,Not Available,meal_takeaway,"Monday: 12:00 – 2:30 PM, 6:30 – 10:00 PM","Tuesday: 12:00 – 2:30 PM, 6:30 – 10:00 PM","Wednesday: 12:00 – 2:30 PM, 6:30 – 10:00 PM","Thursday: 12:00 – 2:30 PM, 6:30 – 10:00 PM","Friday: 12:00 – 2:30 PM, 6:30 – 10:00 PM","Saturday: 12:00 – 2:30 PM, 6:30 – 10:00 PM",Sunday: Closed
Le Percy,"146 Av. Henri Barbusse, Clamart",01 79 46 14 23,Not Available,bar,Monday: 7:30 AM – 11:00 PM,Tuesday: 7:30 AM – 11:00 PM,Wednesday: 7:30 AM – 11:00 PM,Thursday: 7:30 AM – 11:00 PM,Friday: 7:30 AM – 11:00 PM,Saturday: 10:00 AM – 11:00 PM,Sunday: Closed
Restaurant libanise,"4 Esp. Raoul Follereau, Issy-les-Moulineaux",Not Available,Not Available,restaurant,Monday: 8:30 AM – 9:30 PM,Tuesday: 8:30 AM – 9:30 PM,Wednesday: 8:30 AM – 9:30 PM,Thursday: 8:30 AM – 9:30 PM,Friday: 8:30 AM – 9:30 PM,Saturday: 8:30 AM – 9:30 PM,Sunday: Closed
Chez Shan,"72 Rue Gabriel Péri, Châtillon",09 84 35 63 74,Not Available,restaurant,"Monday: 11:00 AM – 2:30 PM, 6:00 – 10:00 PM","Tuesday: 11:00 AM – 2:30 PM, 6:00 – 10:00 PM","Wednesday: 11:00 AM – 2:30 PM, 6:00 – 10:00 PM","Thursday: 11:00 AM – 2:30 PM, 6:00 – 10:00 PM","Friday: 11:00 AM – 2:30 PM, 6:00 – 10:00 PM","Saturday: 11:00 AM – 2:30 PM, 6:00 – 10:00 PM",Sunday: Closed
Tokyo Restaurant,"92 Bis Av. Henri Barbusse, Clamart",01 46 44 28 38,http://restaurant-tokyo-clamart.fr/,restaurant,"Monday: 11:45 AM – 2:30 PM, 6:30 – 10:00 PM","Tuesday: 11:45 AM – 2:30 PM, 6:30 – 10:00 PM","Wednesday: 11:45 AM – 2:30 PM, 6:30 – 10:00 PM","Thursday: 11:45 AM – 2:30 PM, 6:30 – 10:00 PM","Friday: 11:45 AM – 2:30 PM, 6:30 – 10:00 PM","Saturday: 11:45 AM – 2:30 PM, 6:30 – 10:00 PM",Sunday: Closed
Restaurant Le Nouveau Jardin Thaïlandais,"83 Av. Henri Barbusse, Clamart",01 46 42 14 63,Not Available,restaurant,Monday: 12:00 – 2:30 PM,"Tuesday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Wednesday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Thursday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Friday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Saturday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Sunday: 12:00 – 2:30 PM, 7:00 – 9:30 PM"
TAJMAHAL Express,"15 Rue de Paris, Meudon",01 41 14 91 85,http://tajmahal-express-meudon.eatbu.com/,restaurant,"Monday: 11:00 AM – 2:30 PM, 6:00 – 10:45 PM","Tuesday: 11:00 AM – 2:30 PM, 6:00 – 10:45 PM","Wednesday: 11:00 AM – 2:30 PM, 6:00 – 10:45 PM","Thursday: 11:00 AM – 2:30 PM, 6:00 – 10:45 PM","Friday: 11:00 AM – 2:30 PM, 6:00 – 10:45 PM","Saturday: 11:00 AM – 2:30 PM, 6:00 – 10:45 PM","Sunday: 11:00 AM – 2:30 PM, 6:00 – 10:45 PM"
Ye Xing Yuan,"105 Rue Boucicaut, Fontenay-aux-Roses",01 49 73 28 27,Not Available,restaurant,Monday: 11:00 AM – 10:00 PM,Tuesday: 11:00 AM – 10:00 PM,Wednesday: 11:00 AM – 10:00 PM,Thursday: 11:00 AM – 10:00 PM,Friday: 11:00 AM – 10:00 PM,Saturday: 11:00 AM – 10:00 PM,Sunday: Closed
Cafe L'oeil De Balt Restaurant,"75 Bd de Vanves, Châtillon",01 70 28 45 58,Not Available,restaurant,Monday: 7:00 AM – 8:00 PM,Tuesday: 7:00 AM – 8:00 PM,Wednesday: 7:00 AM – 8:00 PM,Thursday: 7:00 AM – 8:00 PM,Friday: 7:00 AM – 8:00 PM,Saturday: 7:30 AM – 4:00 PM,Sunday: Closed
Innovizza,"9 Pl. du Général de Gaulle, Fontenay-aux-Roses",09 83 00 97 67,http://www.innovizza.fr/,restaurant,Monday: Closed,"Tuesday: 12:00 – 2:00 PM, 6:00 – 10:00 PM","Wednesday: 12:00 – 2:00 PM, 6:00 – 10:00 PM","Thursday: 12:00 – 2:00 PM, 6:00 – 10:00 PM","Friday: 12:00 – 2:00 PM, 6:00 – 10:00 PM","Saturday: 12:00 – 2:00 PM, 6:00 – 10:00 PM",Sunday: Closed
Restaurant Destan,"5 Av. Jean Baptiste Clément, Clamart",01 41 08 87 13,Not Available,restaurant,Monday: 11:00 AM – 11:00 PM,Tuesday: 11:00 AM – 11:00 PM,Wednesday: 11:00 AM – 11:00 PM,Thursday: 11:00 AM – 11:00 PM,Friday: 11:00 AM – 11:00 PM,Saturday: 11:00 AM – 11:00 PM,Sunday: 11:00 AM – 11:00 PM
Le Jade Royal,"10 Rue Gabriel Péri, Châtillon",01 47 46 16 54,http://www.ville-chatillon.fr/Entreprises-et-commerces/Annuaire-des-entreprises-et-commerces/LE-JADE-ROYAL,restaurant,Monday: Closed,"Tuesday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Wednesday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Thursday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Friday: 12:00 – 2:30 PM, 7:00 – 11:00 PM","Saturday: 12:00 – 2:30 PM, 7:00 – 11:00 PM","Sunday: 12:00 – 2:30 PM, 7:00 – 10:30 PM"
Les Petites Faims,"21 Rue Lazare Carnot, Clamart",01 41 08 08 94,Not Available,restaurant,Monday: 10:30 AM – 6:00 PM,Tuesday: 10:30 AM – 8:00 PM,Wednesday: 10:30 AM – 8:00 PM,Thursday: 10:30 AM – 8:00 PM,Friday: 10:30 AM – 8:00 PM,Saturday: 10:30 AM – 8:00 PM,Sunday: Closed
Paris'sy,"7 Esp du Belvédère, Issy-les-Moulineaux",01 45 34 03 68,http://parissy.eatbu.com/,restaurant,Monday: Closed,"Tuesday: 10:00 AM – 3:00 PM, 6:00 – 11:00 PM","Wednesday: 10:00 AM – 3:00 PM, 6:00 – 11:00 PM","Thursday: 10:00 AM – 3:00 PM, 6:00 – 11:00 PM","Friday: 10:00 AM – 3:00 PM, 6:00 – 11:00 PM","Saturday: 10:00 AM – 3:00 PM, 6:00 – 11:00 PM","Sunday: 10:00 AM – 3:00 PM, 6:00 – 11:00 PM"
Restaurant Professionnel,"78 Rue du Général Leclerc, Le Kremlin-Bicêtre",Not Available,Not Available,restaurant,Monday: 11:45 AM – 2:00 PM,Tuesday: 11:45 AM – 2:00 PM,Wednesday: 11:45 AM – 2:00 PM,Thursday: 11:45 AM – 2:00 PM,Friday: 11:45 AM – 2:00 PM,Saturday: Closed,Sunday: Closed
Restaurant Campanile Villejuif,"20 Rue du Dr Pinel, Villejuif",01 46 78 10 11,https://villejuif.campanile.com/fr-fr/hotel-restaurants/,restaurant,"Monday: 12:00 – 2:00 PM, 7:00 – 10:00 PM","Tuesday: 12:00 – 2:00 PM, 7:00 – 10:00 PM","Wednesday: 12:00 – 2:00 PM, 7:00 – 10:00 PM","Thursday: 12:00 – 2:00 PM, 7:00 – 10:00 PM","Friday: 12:00 – 2:00 PM, 7:00 – 9:30 PM","Saturday: 12:00 – 2:00 PM, 7:00 – 9:30 PM","Sunday: 12:00 – 2:00 PM, 7:00 – 9:30 PM"
Le Médaillon,"85 Av. de la République, Villejuif",07 71 70 34 49,https://www.facebook.com/restaurantlemedaillon/,restaurant,Monday: Closed,Tuesday: Closed,Wednesday: 7:00 – 11:30 PM,Thursday: 7:00 – 11:30 PM,Friday: 7:00 – 11:30 PM,Saturday: 7:00 – 11:30 PM,Sunday: 7:00 – 11:30 PM
L'Ardoise,"2 Rue Edmond Michelet, Le Kremlin-Bicêtre",06 34 12 48 92,https://lardoise-kremlinbicetre-restaurantfrancais.business.site/?utm_source=gmb&utm_medium=referral,restaurant,"Monday: 11:30 AM – 2:30 PM, 7:00 – 9:30 PM","Tuesday: 11:30 AM – 2:30 PM, 7:00 – 9:30 PM","Wednesday: 11:30 AM – 2:30 PM, 7:00 – 9:30 PM","Thursday: 11:30 AM – 2:30 PM, 7:00 – 9:30 PM","Friday: 11:30 AM – 2:30 PM, 7:00 – 9:30 PM","Saturday: 12:00 – 2:30 PM, 7:00 – 9:30 PM",Sunday: Closed
Chez Louise,"2 Rue Lecocq, Gentilly",06 18 36 55 46,https://chezlouise-restaurant.metro.rest/,liquor_store,"Monday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Tuesday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Wednesday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Thursday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Friday: 12:00 – 2:30 PM, 7:00 – 10:30 PM",Saturday: 7:00 – 10:30 PM,Sunday: Closed
Chez Ma-no,"40 Rue du Général Leclerc, Le Kremlin-Bicêtre",01 43 90 94 39,https://chez-ma-no.business.site/,restaurant,Monday: 8:00 AM – 8:00 PM,Tuesday: 8:00 AM – 8:00 PM,Wednesday: 8:00 AM – 8:00 PM,Thursday: 8:00 AM – 8:00 PM,Friday: 8:00 AM – 12:30 AM,Saturday: 10:00 AM – 12:00 AM,Sunday: Closed
Restaurant @ Hôtel Restaurant Campanile Porte D'Italie,"2 Bd du Général de Gaulle, Le Kremlin-Bicêtre",01 46 70 11 86,https://paris-sud-porte-ditalie.campanile.com/fr-fr/hotel-restaurants/,restaurant,"Monday: 12:00 – 2:00 PM, 7:00 – 10:00 PM","Tuesday: 12:00 – 2:00 PM, 7:00 – 10:00 PM","Wednesday: 12:00 – 2:00 PM, 7:00 – 10:00 PM","Thursday: 12:00 – 2:00 PM, 7:00 – 10:00 PM","Friday: 12:00 – 2:00 PM, 7:00 – 10:00 PM","Saturday: 12:00 – 2:00 PM, 7:00 – 10:00 PM","Sunday: 12:00 – 2:00 PM, 7:00 – 10:00 PM"
Fratello Restaurant Lounge,"37 Av. de Fontainebleau, Le Kremlin-Bicêtre",06 27 59 01 74,https://bookings.zenchef.com/results?rid=356473&pid=1001,restaurant,Monday: 4:00 PM – 2:00 AM,Tuesday: 4:00 PM – 2:00 AM,Wednesday: 4:00 PM – 2:00 AM,Thursday: 4:00 PM – 2:00 AM,Friday: 4:00 PM – 2:00 AM,Saturday: 4:00 PM – 2:00 AM,Sunday: 11:00 AM – 2:00 AM
LE KREMLIN RESTAURANT GRILL,"30 Av. Eugène Thomas, Le Kremlin-Bicêtre",01 46 71 33 42,Not Available,restaurant,Monday: 11:00 AM – 11:30 PM,Tuesday: 11:00 AM – 11:30 PM,Wednesday: 11:00 AM – 11:30 PM,Thursday: 11:00 AM – 11:30 PM,Friday: 11:00 AM – 11:30 PM,Saturday: 11:00 AM – 11:30 PM,Sunday: 11:00 AM – 11:30 PM
Le Saint-Maurice,"48 Rue Jean Jaurès, Villejuif",01 56 20 31 97,Not Available,restaurant,Monday: 12:00 – 3:00 PM,Tuesday: 12:00 – 3:00 PM,Wednesday: 12:00 – 3:00 PM,Thursday: 12:00 – 3:00 PM,"Friday: 12:00 – 3:00 PM, 7:00 – 10:00 PM","Saturday: 12:00 – 3:00 PM, 7:00 – 10:00 PM",Sunday: 12:00 – 3:00 PM
Restaurant 13 Sens Lounge,"Av. Joseph Bédier, Paris",Not Available,Not Available,restaurant,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
Ambiance Asie-Restaurant vietnamien,"30 Rue Georges Lebigot, Villejuif",09 87 05 40 14,Not Available,restaurant,"Monday: 11:30 AM – 3:00 PM, 6:30 – 10:00 PM","Tuesday: 11:30 AM – 3:00 PM, 6:30 – 10:00 PM","Wednesday: 11:30 AM – 3:00 PM, 6:30 – 10:00 PM","Thursday: 11:30 AM – 3:00 PM, 6:30 – 10:00 PM","Friday: 11:30 AM – 3:00 PM, 6:30 – 10:00 PM","Saturday: 11:30 AM – 3:00 PM, 6:30 – 10:00 PM",Sunday: Closed
L'embuscade,"33 Rue Pasteur, Villejuif",01 47 26 11 83,http://lembuscade-restaurant.eatbu.com/,restaurant,"Monday: 6:30 AM – 3:00 PM, 6:30 – 10:00 PM","Tuesday: 6:30 AM – 3:00 PM, 6:30 – 10:00 PM","Wednesday: 6:30 AM – 3:00 PM, 6:30 – 10:00 PM","Thursday: 6:30 AM – 3:30 PM, 6:30 – 10:00 PM","Friday: 6:30 AM – 3:30 PM, 6:30 – 10:00 PM",Saturday: 6:30 AM – 3:00 PM,Sunday: Closed
L'Étoile de Gentilly,"77 Av. Paul Vaillant Couturier, Gentilly",01 45 46 50 24,https://etoile-de-gentilly.business.site/?utm_source=gmb&utm_medium=referral,restaurant,"Monday: 11:00 AM – 3:00 PM, 6:00 – 11:30 PM","Tuesday: 11:00 AM – 3:00 PM, 6:00 – 11:30 PM","Wednesday: 11:00 AM – 3:00 PM, 6:00 – 11:30 PM","Thursday: 11:00 AM – 3:00 PM, 6:00 – 11:30 PM","Friday: 11:00 AM – 3:00 PM, 6:00 – 11:30 PM","Saturday: 11:00 AM – 3:00 PM, 6:00 – 11:30 PM",Sunday: 6:00 AM – 11:30 PM
Prego,"Face a la mairie, 17 Pl. Henri Barbusse, Gentilly",01 46 65 84 15,http://restaurant-pizzeria-prego.fr/,restaurant,"Monday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Tuesday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Wednesday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Thursday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Friday: 12:00 – 2:30 PM, 7:00 – 10:30 PM","Saturday: 12:00 – 2:30 PM, 7:00 – 10:30 PM",Sunday: Closed
Le Sympathique,"21 Av. Jean Jaurès, Gentilly",Not Available,https://le-sympathique.eatbu.com/,restaurant,Monday: 7:30 AM – 11:00 PM,Tuesday: 7:30 AM – 11:00 PM,Wednesday: 7:30 AM – 11:00 PM,Thursday: 7:30 AM – 11:00 PM,Friday: 7:30 AM – 11:00 PM,Saturday: 7:30 AM – 11:00 PM,Sunday: Closed
Show Devant(Bistrot).,"38 Rue Georges Lebigot, Villejuif",01 49 60 61 70,https://www.facebook.com/profile.php?id=100087517855572,restaurant,Monday: 10:00 AM – 11:00 PM,Tuesday: 10:00 AM – 11:00 PM,Wednesday: 10:00 AM – 11:00 PM,Thursday: 10:00 AM – 11:00 PM,Friday: 10:00 AM – 11:00 PM,Saturday: 11:00 AM – 11:00 PM,Sunday: 11:00 AM – 7:00 PM
Dolania,"6 Av. de Paris, Villejuif",09 52 88 81 11,Not Available,restaurant,Monday: Closed,"Tuesday: 12:00 – 2:30 PM, 6:00 – 10:30 PM","Wednesday: 12:00 – 2:30 PM, 6:00 – 10:30 PM","Thursday: 12:00 – 2:30 PM, 6:00 – 10:30 PM","Friday: 12:00 – 2:30 PM, 6:00 – 10:30 PM","Saturday: 12:00 – 2:30 PM, 6:00 – 10:30 PM","Sunday: 12:00 – 2:30 PM, 6:00 – 10:30 PM"
COURTEPAILLE,"33 Rue Barbès, Montrouge",01 42 31 67 06,https://restaurants.accor.com/fr/restaurant-0635_R003-courtepaille-montrouge.shtml,restaurant,Monday: 7:00 – 10:30 PM,Tuesday: 7:00 – 10:30 PM,Wednesday: 7:00 – 10:30 PM,Thursday: 7:00 – 10:30 PM,Friday: 7:00 – 10:30 PM,Saturday: Closed,Sunday: Closed
Tassili,"85 Rue Jean Jaurès, Villejuif",01 70 13 00 39,http://lerestauranttasilli.com/,restaurant,"Monday: 11:30 AM – 3:00 PM, 6:30 – 11:00 PM","Tuesday: 12:00 – 3:00 PM, 6:30 – 11:00 PM","Wednesday: 12:00 – 3:00 PM, 6:30 – 11:00 PM","Thursday: 12:00 – 3:00 PM, 6:30 – 11:00 PM","Friday: 12:00 – 3:00 PM, 6:30 – 11:00 PM","Saturday: 12:00 – 3:00 PM, 6:30 – 11:00 PM",Sunday: Closed
Au Bureau Arcueil,"3 Pl. de la Vache Noire, Arcueil",01 46 89 39 04,https://www.aubureau.fr/restaurant/?ville=AB_Arcueil&y_source=1_MTE2NjU1ODctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,restaurant,Monday: 11:00 AM – 11:00 PM,Tuesday: 11:00 AM – 12:00 AM,Wednesday: 11:00 AM – 12:00 AM,Thursday: 11:00 AM – 12:00 AM,Friday: 11:00 AM – 12:00 AM,Saturday: 11:00 AM – 12:00 AM,Sunday: 11:00 AM – 11:00 PM
Bien Nang,"97 Av. Maurice Thorez, Ivry-sur-Seine",01 46 71 47 73,Not Available,bar,"Monday: 12:00 – 3:00 PM, 7:00 – 11:00 PM","Tuesday: 12:00 – 3:00 PM, 7:00 – 11:00 PM","Wednesday: 12:00 – 3:00 PM, 7:00 – 11:00 PM","Thursday: 12:00 – 3:00 PM, 7:00 – 11:00 PM","Friday: 12:00 – 3:00 PM, 7:00 – 11:00 PM",Saturday: 7:00 – 11:00 PM,Sunday: 7:00 – 11:00 PM
